/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Areas.Areas.0.Name	房间	0	_ReplaceAreaName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.5._hd.Ss.1	蜚皮修行衣衫	5.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.6._hd.Ss.1	蜚皮修行下裳	6.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.7.m_sDesc	巧夺天工的神兵，融合制作者的心血与灵感而成。	7	_ReplaceThingDesc
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.7._hd.Ss.1	炼狱	7.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.8.Fabao.OName	观音土	8	_ReplaceFabaoOName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.8._hd.Ss.1	四象庇世灵宝	8.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.9.Fabao.OName	小麦	9	_ReplaceFabaoOName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.9._hd.Ss.1	腾岳千魂丝	9.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.10.Fabao.OName	灵木	10	_ReplaceFabaoOName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.10._hd.Ss.1	甲乙极光柱	10.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.11.m_sDesc	提高战斗能力，提高疼痛忍耐。	11	_ReplaceThingDesc
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.11._hd.Ss.1	武昌符	11.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.12.m_sDesc	佩戴者可以提高抵御木属性伤害之力。	12	_ReplaceThingDesc
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.12._hd.Ss.1	木甲符	12.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.13.m_sDesc	佩戴者可以提高神民上限。	13	_ReplaceThingDesc
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.13._hd.Ss.1	神居符	13.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.156._hd.Ss.1	角色出生点	156.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.157._hd.Ss.1	逻辑点	157.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.158._hd.Ss.1	灵石钟	158.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.159._hd.Ss.1	灵石栅栏	159.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.160._hd.Ss.1	灵石栅栏	160.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.161._hd.Ss.1	灵石栅栏	161.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.162._hd.Ss.1	灵石栅栏	162.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.163._hd.Ss.1	灵石栅栏	163.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.164._hd.Ss.1	灵石栅栏	164.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.165._hd.Ss.1	灵石栅栏	165.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.166._hd.Ss.1	灵石栅栏	166.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.167._hd.Ss.1	灵石栅栏	167.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.168._hd.Ss.1	灵石栅栏	168.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.169._hd.Ss.1	灵石栅栏	169.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.170._hd.Ss.1	灵石栅栏	170.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.171._hd.Ss.1	灵石栅栏	171.1	_ReplaceThingName
/Settings/RPG/Maps/Rpg_Tower_17/map.txt	Things.Things.172._hd.Ss.1	灵石栅栏	172.1	_ReplaceThingName
